Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,SourceFile,Speaker,Backchannel,Overlap,Turn,Contested,Sent,Turn Start,Turn End,Sentiment,word_count,Time_Boundary
importance,338.31,338.62958,0.2397000000000275,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
of,338.62958,338.8693,0.3195799999999735,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
that,338.8693,339.3693,0.2397200000000339,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
that,339.50845,339.74814,0.6391499999999724,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
point,339.74814,340.06772,0.2396899999999959,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,341.0265,341.5265,1.2783600000000206,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
i,341.90533,342.06512,0.8788299999999936,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
am,342.06512,342.3048,0.1597899999999867,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
willing,342.3048,342.7842,0.2396800000000212,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
to,342.7842,343.2842,0.4793999999999982,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
the,344.22235,344.72235,1.4381500000000074,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
university,346.87448,347.37448,2.65213,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,22,0,it have three hundred i'm calculating my expenses and my needs it's very important to me this this fifty thousand is is very important i have very very neat and this trip furthermore i need the i didn't tell you that i need ninety five thousand dollars as a refund after myself so that i can reach that academic life i need to recover i don't to as as you know i have i've i've solved my bond mind i need to i need to revise a new one also i want to open interview to the research by by having a environment that will that will encourage me to do university and then you know that the importance of that that point i i am willing to the university,272.27753,347.37448,0.24090909090909093,130,272.350315
k,348.85175,349.0111,76.90704999999997,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,23,0,k yes,348.85175,350.7032,0.0,2,348.113115
yes,350.3836,350.7032,1.53185000000002,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,23,0,k yes,348.85175,350.7032,0.0,2,348.113115
six,364.0,364.31998,17.125519999999995,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,0,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
months,364.31998,364.72,0.3199799999999868,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,0,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
thousand,364.72,365.03998,0.4000200000000404,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,0,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
a,365.03998,365.19998,0.3199799999999868,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,0,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
mh,365.09833,365.49646,14.714729999999976,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,1,0,24,0,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
month,365.19998,365.28,0.1599999999999681,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
that's,365.68,366.18,0.4800200000000245,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
that's,366.56,366.87997,0.8799999999999955,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
what,366.61124,366.7705,1.5129100000000335,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
if,366.7705,366.92975,0.1592600000000175,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
lower,366.87997,367.19998,0.3199700000000121,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
we,366.92975,367.16864,0.1592499999999859,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
do,367.16864,367.48715,0.2388899999999694,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
than,367.19998,367.52,0.3200099999999679,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
the,367.52,368.02,0.3200199999999995,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
what,367.88528,368.04453,0.7166400000000408,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
if,368.04453,368.12418,0.1592499999999859,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
we,368.12418,368.36304,0.0796500000000151,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
pay,368.36304,368.60193,0.2388599999999883,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
the,368.4,368.56,0.8799999999999955,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
first,368.56,369.03998,0.160000000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
for,368.60193,368.7612,0.2388899999999694,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
your,368.7612,369.0797,0.1592699999999922,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
the,369.03998,369.28,0.4799800000000118,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
sa,369.0797,369.23895,0.3185000000000286,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
survival,369.23895,369.73895,0.1592499999999859,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
first,369.28,369.78,0.2400199999999586,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
for,369.87598,370.11487,0.6370300000000384,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
amount,370.08,370.4,0.8000000000000114,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
six,370.11487,370.513,0.2388899999999694,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
of,370.4,370.72,0.3199999999999932,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
months,370.513,371.013,0.3981299999999805,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,24,1,mh what if we do what if we pay for your sa survival for six months,365.09833,371.013,0.0,16,368.069155
monday,370.72,371.03998,0.32000000000005,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,24,1,six months thousand a month that's that's lower than the the first the first amount of monday,364.0,371.03998,0.25,17,357.35159999999996
that,371.03998,371.19998,0.3199799999999868,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,25,0,that you to,371.03998,372.41998,0.0,3,371.02648999999997
you,371.19998,371.69998,0.1599999999999681,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,25,0,that you to,371.03998,372.41998,0.0,3,371.02648999999997
to,371.91998,372.41998,0.7200000000000273,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,25,0,that you to,371.03998,372.41998,0.0,3,371.02648999999997
at,372.98145,373.45923,2.4684500000000185,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,26,0,at ten thousand a one,372.98145,374.41476,0.0,5,372.700715
ten,373.45923,373.6981,0.4777799999999956,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,26,0,at ten thousand a one,372.98145,374.41476,0.0,5,372.700715
thousand,373.6981,374.0166,0.2388700000000199,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,26,0,at ten thousand a one,372.98145,374.41476,0.0,5,372.700715
a,374.0166,374.2555,0.3184999999999718,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,26,0,at ten thousand a one,372.98145,374.41476,0.0,5,372.700715
one,374.2555,374.41476,0.238900000000001,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,26,0,at ten thousand a one,372.98145,374.41476,0.0,5,372.700715
fine,379.535,379.775,7.615020000000015,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,27,0,fine how much,379.535,384.815,0.30833333333333335,3,376.97488
how,384.495,384.655,4.95999999999998,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,27,0,fine how much,379.535,384.815,0.30833333333333335,3,376.97488
much,384.655,384.815,0.1599999999999681,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,27,0,fine how much,379.535,384.815,0.30833333333333335,3,376.97488
so,385.685,386.085,11.42950000000002,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,0,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
we'll,386.085,386.325,0.3999999999999772,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,0,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
do,386.325,386.64502,0.2400000000000091,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,0,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
the,386.64502,386.805,0.3200199999999995,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,0,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
what,387.045,387.20502,0.3999800000000277,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,0,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
this,387.135,387.375,2.480000000000018,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,28,1,this how much,387.135,387.695,0.2,3,385.975
if,387.20502,387.36502,0.1600199999999745,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,28,1,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
we,387.36502,387.525,0.160000000000025,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,28,1,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
how,387.375,387.535,0.2400000000000091,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,28,1,this how much,387.135,387.695,0.2,3,385.975
do,387.525,387.845,0.1599799999999618,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,28,1,so we'll do the what if we do,385.685,387.845,0.0,8,386.69
much,387.535,387.695,0.160000000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,28,1,this how much,387.135,387.695,0.2,3,385.975
what,389.285,389.445,1.7600000000000475,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
if,389.445,389.605,0.1599999999999681,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
we,389.605,389.765,0.160000000000025,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
do,389.765,390.085,0.1599999999999681,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
two,392.0198,392.25967,2.254799999999989,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
hundred,392.25967,392.57947,0.2398700000000531,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
seventy,392.57947,392.97922,0.3197999999999865,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
five,392.97922,393.21906,0.3997499999999832,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
thousand,393.21906,393.69876,0.2398400000000151,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
and,394.09848,394.49823,0.8794199999999819,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
we,394.49823,394.7381,0.3997499999999832,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
pay,394.7381,394.89798,0.2398699999999962,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
for,394.89798,394.97794,0.1598800000000437,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
your,394.97794,395.0579,0.0799599999999713,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
sa,395.13785,395.29773,0.1599100000000248,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
tobacco,395.29773,395.77744,0.1598799999999869,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
for,395.77744,396.01727,0.4797100000000114,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
six,396.01727,396.33707,0.2398299999999835,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
months,396.33707,396.83707,0.3197999999999865,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
at,397.3764,397.6962,1.0393300000000067,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
ten,397.6962,397.93607,0.3197999999999865,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
thousand,397.93607,398.25586,0.2398699999999962,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,0,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
then,397.94342,398.42282,10.408419999999978,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,1,0,29,0,then what,397.94342,398.6625,0.0,2,392.89421000000004
per,398.25586,398.41574,0.3197900000000118,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,1,29,1,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
month,398.41574,398.6556,0.1598800000000437,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,29,1,what if we do two hundred seventy five thousand and we pay for your sa tobacco for six months at ten thousand per month,389.285,398.6556,0.0,24,393.97375
what,398.42282,398.6625,0.4793999999999982,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,29,1,then what,397.94342,398.6625,0.0,2,392.89421000000004
