groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics,demographics_birth_year,demographics_country_reside,demographics_education_UK,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_ethnicity_UK,demographics_gender,demographics_gender_other,demographics_income_UK,demographics_income_US,demographics_language_primary,demographics_latin_US,demographics_marital_status,demographics_race_US,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_partner_competent,post_negotiation_partner_liked,post_negotiation_partner_tension,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HVPD3KQC68C9SQDR2TMBW8BN,01HVPD08JQW3T03CT5Y30VSAWH,0.667,0.667,0.583,5.000,5.000,4.500,5,5,5,5,5,5,5,5,5,11.15,0.476,3.857,5,5,5,5,5,5,5,6.935,0.500,0.750,0.500,0.583,0.667,4.000,5.500,4.000,4.500,5.000,4,4,1,3,4,4,4,5,3,4,22.541,Yes,405000,Yes,"250k for 100% of patent
95k return fund 
60k salary for 12 months ",Yes,,2004,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,Yes,Single Never Married,['White'],4,5,5,5,5,5,5,It was good,6,6,4,5,5,"400000 for the patent. Open with this, so I can work lower. If I can't achieve my deal, maybe I can work with them in installments over time?",400000,Star Scientist
01HVPD3KQC68C9SQDR2TMBW8BN,01HVPCQTDD168EM256QC6QRWWN,0.833,0.778,0.917,6.000,5.667,6.500,7,7,5,5,7,7,5,6,2,67.221,0.357,3.143,6,4,6,4,6,3,7,75.567,0.417,0.583,0.500,0.583,0.417,3.500,4.500,4.000,4.500,3.500,5,5,4,7,5,5,3,6,2,4,63.7,Yes,405000,Yes,"The trip will take place for 12 months, with 6 months paid. There will be a return fund of $95k. The entire patent will be sold to the University for $250,000.",Yes,,2002,United States,,4,A student,5,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['Asian'],7,6,1,1,6,4,1,"It was interesting seeing how different the expectations between me and my counter part were. We had very different goals and prices regarding the patent and the sabbatical, but overall, I had to lean more into their demands due to not wanting to lose star talent. ",7,7,5,5,4,"I will first ask them what they value their IP at. Then I will ask about their plans for their sabbatical and what they hope to achieve during it. Then I will reveal what we expect from their sabbatical and see what they are thinking in terms of their IP, compensation, and duration. I will then make a final offer of around 200,000.","200,000",Provost
01HVPCXF8ZQ8PSZ257XB9HQAZZ,01HVPCKQP4T2MY4EDB87TB6C0N,0.667,0.722,0.625,5.000,5.333,4.750,4,5,5,6,6,5,4,7,5,30.554,0.405,3.429,5,4,3,2,3,3,4,40.418,0.500,0.917,0.500,0.583,0.833,4.000,6.500,4.000,4.500,6.000,4,4,2,2,5,7,5,6,4,5,31.628,No,"offered 250,000 (refused)",No,"Offered 200,000 for half the portfolio (refused); offered 250,000 for whole portfolio (refused)",No,,1986,United States,,8,Self-employed,5,5,,female,,,"$100,000-$149,999",English,No,Married or Domestic Partnership,['White'],7,6,3,2,5,7,3,Counterpart was knowledgeable and professional. The price offered by the university was far too low for the needs of the star scientist and out of line with market value. Upper limits imposed by the university hindered negotiation.,7,6,5,5,5,"I plan to negotiate based on my value to the university, knowing that private investors will most likely pay closer to 450,000.","400,000",Star Scientist
01HVPCXF8ZQ8PSZ257XB9HQAZZ,01HVPCGWXP884RT6SK2GHJ2DDG,0.667,0.722,0.792,5.000,5.333,5.750,6,5,5,5,6,5,5,6,2,82.918,0.571,4.429,3,2,3,5,3,5,6,21.743,0.667,1.000,0.750,0.833,0.750,5.000,7.000,5.500,6.000,5.500,3,6,1,3,3,7,6,6,2,5,37.492,No,n/a,No,n/a,Yes,,2004,United States,,3,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['White'],7,6,3,3,4,6,4,"I think that there was no possible zone of possible agreement in the negotiation and thus, limited window for a beneficial agreement. 
",6,5,5,5,5,"I will try to anchor the negotiation to lower values (both for the target price and the duration of paid leave). This will lead my partner to inflate the importance of future proposals as comparatively better. Extrapolating based on skills I developed in prior negotiation coursework, I also believe misconstruing the information might aid in reaching a successful outcome. It is important however to first gain the trust of my partner. ","$175,000",Provost
01HVPCTV641JJ55MKQD3MY85V6,01HVPCHDMD333NGKZCDACNWKP7,0.000,0.667,0.458,1.000,5.000,3.750,5,3,1,7,5,1,3,5,6,39.692,0.333,3.000,5,6,5,2,6,2,5,34.111,0.667,0.417,0.667,0.833,0.417,5.000,3.500,5.000,6.000,3.500,3,5,7,6,5,6,6,5,2,7,54.99,Yes,"$210,000",No,Will assist me in getting funds from a fellowship that will cover most of my other expenses.  Will sign a contract to stay at the university. Will receive a 7-10% pay increase when I come back. six months' sabbatical will be paid by the university,Yes,,1965,United States,,5,Unable to work,5,5,,male,,,"$10,000-$19,999",English,No,Single Never Married,['White'],7,5,1,3,5,6,3,He was ok.  He had the college's best interest in mind.  He was the one who suggested the fellowship.,7,7,5,7,7,"To ask for $400,000and work my way down","$335,000",Star Scientist
01HVPCTV641JJ55MKQD3MY85V6,01HVPCJ79KT28T8E4W1QRWKPJK,0.333,0.778,0.875,3.000,5.667,6.250,6,7,3,7,7,3,3,7,3,33.571,0.619,4.714,3,6,2,6,6,6,6,23.858,0.500,0.667,0.583,0.333,0.833,4.000,5.000,4.500,3.000,6.000,4,5,4,2,6,6,4,6,6,6,35.922,Yes,"210,000",No,"Assist Scientist in getting a fellowship that will cover 6 months of expenses.
Scientist will sign a contract with the university, will 7-10% increase in salary when they come back.
6 Months of the sabbatical will be paid by the university, which will be according to your current salary.",Yes,,2000,United States,,6,A student,5,5,,male,,,"$75,000-$99,999",Hindi,No,Single Never Married,['Asian'],5,2,1,1,3,6,6,"In my opinion, this was a negotiation where both parties had mutual goals. Both parties were in the negotiation with the intention of calmly negotiating. ",6,6,1,6,6,"I will open the negotiation by understanding why they want to take a sabbatical and why they want to buy out their IP share. From this I will try to understand their needs, and then structure my conversation accordingly. I will play hardball and accept their sabbatical leave for 6 months paid and another 6 unpaid. Then I will lowball a first offer for IP buyout at 120k, and incrementally rise till 220 K. I will then leverage the fact that I came up by 100k to get them to commit to the university post sabbatical. ","220,000",Provost
01HVPCX1AQ0QXGFNXKGA41R8SN,01HVPCKW4T6CF9TQNM52E73PEB,0.250,1.000,0.750,2.500,7.000,5.500,6,5,2,7,7,3,7,6,3,63.016,0.500,4.000,5,6,3,3,6,6,5,43.72,0.833,0.833,0.500,0.917,0.833,6.000,6.000,4.000,6.500,6.000,5,5,2,2,2,6,7,6,2,6,78.019,Yes,"110,000",Yes,Agree to come back and can sell some of my patent shares to private investment group to make up the difference.,Yes,,2001,United States,,6,Employed for wages,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,5,2,1,6,2,6,It was a challenging topic to debate as I did not have a lot of structure to my negotiation and was not able to push why I am important to the university.,6,6,5,5,4,"I plan to explain why this investment will be good for my productivity at the university and why I have a very productive and thought-out plan for this trip. I will start at 375,000 to be a middle ground between my actual price and the price I could get with my outside options. I plan to go into detail about what I have brought to the university during my time here and why this is a good option for both me and the university while hinting at the other offers. ","375,000",Star Scientist
01HVPCX1AQ0QXGFNXKGA41R8SN,01HVPCKZ56A2CRK5Q58ERJAQE1,0.083,0.722,0.792,1.500,5.333,5.750,6,5,1,7,6,2,3,5,1,47.66,0.405,3.429,6,5,2,4,2,4,5,35.789,0.750,0.833,0.667,0.917,0.917,5.500,6.000,5.000,6.500,6.500,4,6,2,2,4,6,6,7,1,7,71.173,Yes,"110,000",Yes,They come back and can sell some of the patents to private investment groups to make up the difference,Yes,,1979,United States,,6,Self-employed,5,5,,male,,,"$40,000-$49,999",English,No,Single Never Married,['White'],6,2,1,1,4,5,7,"That went better than I expected. I was a bit confused by all the information, especially with it being written for a British audience, but I think we did a good job at figuring things out. ",7,7,1,7,7,"Explain what we want, why we want it, and try and find a middle point with what they want and need out of this","100,000",Provost
01HVPD374080RVYS2978K36SAB,01HVPCKGMJ9841N8P8BE39FE90,0.000,0.667,0.417,1.000,5.000,3.500,3,3,1,6,6,1,3,5,5,46.638,0.310,2.857,6,2,6,1,1,1,1,39.098,0.500,1.000,0.250,0.167,0.917,4.000,7.000,2.500,2.000,6.500,6,3,1,1,5,7,2,6,6,5,60.611,Yes,"250,000",No,University will provide a full-time grant writer/consultant devoted to helping the faculty member obtain a grant to fund the remainder of their one year sabbatical,Yes,,1982,United States,,8,Employed for wages,5,5,,female,,,"$150,000 or more",English,No,,['Asian'],3,6,1,1,2,2,6,"The role information was very long, though I understand why that was the case.  The length made me feel a little fatigued.",7,7,2,5,5,I'm aiming to sound empathetic and listen to what the interlocutor has to say.,"150,000",Provost
01HVPD374080RVYS2978K36SAB,01HVPCQW53MYVA0Q7V9X5M1VAV,0.167,0.778,0.792,2.000,5.667,5.750,7,5,2,6,6,2,5,6,3,32.428,0.262,2.571,5,3,5,2,2,2,7,34.606,0.833,0.333,0.583,0.500,0.750,6.000,3.000,4.500,4.000,5.500,4,5,5,3,2,3,5,6,5,6,51.949,Yes,"250,000",No,"- I will be provided an assistant to help apply for grants that could potentially help me reach 600,000 total in funds for my trip.
",Yes,,2004,United States,,4,A student,5,5,,female,,,"$40,000-$49,999",Spanish,Yes,Single Never Married,['White'],6,6,1,1,4,2,6,"I'm a fairly nonconfrontational person I would rather mediate than uphold my standing. However, I had a lot of moral motivation in this to at the very least secure the minimum amount. Once the provost clarified they'd aid in making sure I could apply for enough grants to reach my target goal I was satisfied. I definitely didn't get the more advantageous deal but I understood the my counterpart had their constraints as well, so after pushing a little I settled on a somewhat beneficial agreement. I also found my counterpart to be very likable, which I think influenced me to mediate things on friendly terms as much as possible.",7,7,5,7,7,"-Clarify the worth of my patents and my skilled expertise in the field.
-Emphasize the funds our necessary for my sabbatical that is meant to recuperate my physical and mental health.
- Start high","400,000",Star Scientist
01HVPCYMPP11R5RY29A2HZ7ENJ,01HVPCMDA3C1Z29899F4YCD72E,0.333,0.722,0.667,3.000,5.333,5.000,5,5,3,5,5,3,6,4,2,56.439,0.476,3.857,4,5,5,5,5,4,5,53.944,0.750,0.500,0.417,0.750,0.750,5.500,4.000,3.500,5.500,5.500,5,4,3,2,3,3,5,5,2,6,55.429,Yes,"250,000 + 6 months of salary",Yes,Provide plan for further research research upon return.,Yes,,2004,United States,,4,Employed for wages,5,5,,other,Non-Binary,,"$40,000-$49,999",English,No,Single Never Married,['White'],1,3,2,2,4,6,2,"The negotiation went well in my opinion, though I was unsure of how much to push the Provost throughout. Overall, I feel I did receive enough for my trip.",7,6,2,6,5,Explain that I would like to take a sabbatical and sell my patent portfolios to pay for it. Mention that maybe the university could pay for 6 months of it. Mention that my coworker of equal standing got a little more than what I'm asking for their work. ,"355,555",Star Scientist
01HVPCYMPP11R5RY29A2HZ7ENJ,01HVPCJQWSW8N1GPE9V4VXTMGS,0.167,0.611,0.917,2.000,4.667,6.500,6,7,2,6,6,2,2,7,2,65.558,0.762,5.571,4,1,2,7,6,6,5,48.911,0.917,0.833,1.000,0.250,1.000,6.500,6.000,7.000,2.500,7.000,1,7,2,1,1,6,2,7,5,6,48.945,Yes,"200,000+50,000 for financial support during visit to IAS",No,"- financial support of $50,000 during visit to IAS
- 6 month of pay during sabattical",Yes,,2000,United States,,6,,5,5,,female,,,,Chinese,No,Single Never Married,['Asian'],6,5,1,1,4,4,6,"The negotiation went smoothly, in part because the asking price of the faculty member ($300,000) was close to the maximum allowed amount that the provost can approve ($275,000).",7,7,1,7,7,"- negotiate sabbatical request first
- get a sense of the faculty member's expectation first before determining an opening bid below the target price","200,000",Provost
01HVPCSPR80DNGMYZG43T0ZS28,01HVPCGWYEEBTJRVFMV1DMYBEF,0.167,0.500,0.583,2.000,4.000,4.500,5,5,2,5,3,2,4,5,5,47.575,0.452,3.714,5,4,3,4,4,2,4,40.963,0.833,0.917,0.667,0.333,0.583,6.000,6.500,5.000,3.000,4.500,2,4,1,4,2,6,3,5,5,6,34.743,Yes,"350,000",Yes,Sold 60% of the patent portfolio and paid sabbatical for 6 months.,Yes,,1999,United States,,7,A student,5,5,,female,,,"$30,000-$39,999",English,No,Single Never Married,['Asian'],3,4,2,1,3,4,5,"It was a fun experience 
",5,7,5,7,7,"Since my college got 400K from an external source for lesser accomplished work, I feel I should start with that as my opening bid. I'd be happy negotiating and reaching 350K. If Im not able to reach it, then I am going to compromise and settle for 300K. ( cause 20% of 150K is 7500",400000,Star Scientist
01HVPCSPR80DNGMYZG43T0ZS28,01HVPCG030NQV70N4D9KE77V2D,0.667,0.667,0.542,5.000,5.000,4.250,4,4,5,4,4,5,7,4,3,35.856,0.500,4.000,6,2,3,3,4,4,4,28.297,0.833,0.167,0.417,0.667,0.583,6.000,2.000,3.500,5.000,4.500,5,4,6,4,2,2,5,5,3,6,34.662,Yes,"350,000",Yes,"sold 60% of the shares for $260,000 and 6 months paid sabbatical.",Yes,,2005,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],6,6,1,1,4,6,5,"Like we mentioned while negotiating, may have been helpful to have even more numbers on hand",7,7,5,7,7,"Open with 150,000 for the patent and 3 months paid sabbatical

If this isn't ok, I would negotiate up with the professor.","200,000",Provost
01HVPD6AS2HCZFB60628WGMTQ6,01HVPCQQWWQS7ZRW2KWY5WR0M7,0.167,0.778,0.792,2.000,5.667,5.750,6,5,2,6,5,2,6,6,2,40.468,0.500,4.000,5,4,5,4,7,5,6,42.141,0.750,0.833,0.833,0.500,0.667,5.500,6.000,6.000,4.000,5.000,2,6,2,4,3,6,4,6,4,6,35.315,Yes,250000,No,"2 year paid sabbatical (6-months fully paid, the remaining will be paid at 80%)",Yes,,2002,United States,,4,A student,5,5,,male,,,"$30,000-$39,999",English,No,Single Never Married,['Asian'],7,5,2,1,3,3,5,"It was a decent negotiation experience, the provost was kind and willing to negotiate but their initial offer was definitely slightly insulting which did not give me the best first impression on the provost. However, it did improve as the conversation went on and it felt more personal and fair.",7,6,3,5,5,"My opening bid would be what the large company will likely be able to offer me, so around $450k. That is a viable outside option that I could be taking and that is my leverage during the negotiation. ",400000,Star Scientist
01HVPD6AS2HCZFB60628WGMTQ6,01HVPCRXVW2STZD6TDDMEGHYWR,0.583,0.889,0.875,4.500,6.333,6.250,7,6,4,7,7,5,5,6,2,158.976,0.643,4.857,5,5,1,7,7,5,6,86.329,0.667,0.583,0.250,0.833,1.000,5.000,4.500,2.500,6.000,7.000,6,3,5,1,5,6,6,7,2,7,65.149,Yes,250000,Yes,"6 months sabbatical fully paid, another 1.5 years 80% paid sabbatical ",Yes,,2001,United States,,6,A student,5,5,,female,,,"$75,000-$99,999",English,No,Single Never Married,['Asian'],7,2,2,2,2,2,4,"I was really shocked to hear 450k, that was a lot, so i felt that by boundary was pushed a bit, so i chose to compromise somewhat and offer other proposals. ",6,6,5,6,6,"i'll start with 0.6 which is 165,000, 6 months paid sabbatical, stressing less paid longer leave and how much that means",200000,Provost
01HVPCQZWA80QQ9PBC3E3QDFWR,01HVPCJ88HR32CN54RBAT64GSV,0.833,0.833,0.667,6.000,6.000,5.000,6,6,6,6,6,6,6,6,6,14.593,0.524,4.143,4,5,5,6,5,6,6,21.096,0.333,0.750,0.500,0.500,0.917,3.000,5.500,4.000,4.000,6.500,4,4,1,1,6,4,6,6,6,4,21.067,Yes,"325,000",Yes,"-I will return to the university 
-The university will help me find a fellowship to cover the additional costs ",Yes,,2004,United States,,4,Employed for wages,5,5,,female,,,"$75,000-$99,999",English,No,Single Never Married,['Black or African-American'],6,3,1,1,6,7,6,"The negotiation was great, although were we unable to cover the full costs we did did cover more than half of it and there was an agreement to help me find a fellowship that would get me the extra funds",7,6,2,6,6,To cover the costs of living ,"500,000",Star Scientist
01HVPCQZWA80QQ9PBC3E3QDFWR,01HVPCG1YD0AA4W6944Z3HR3JN,0.083,0.500,1.000,1.500,4.000,7.000,7,7,2,7,4,1,1,7,1,33.568,0.429,3.571,5,4,4,6,1,3,4,40.055,0.083,0.750,0.583,0.583,0.833,1.500,5.500,4.500,4.500,6.000,2,3,2,1,6,5,4,5,3,1,39.723,Yes,265000,Yes,"Will be paying for 6 months of sabbatical, the other 15 months will be funded from fellowship awards. We are paying 190,000 for her interests in patents, and 75,000 as a return fund such that she has contractually agreed to return to the University post-sabbatical",Yes,,2004,United States,,4,A student,5,5,,male,,,"$50,000-$74,999",English,No,Single Never Married,"['White', 'Asian']",6,5,1,1,4,4,5,"The negotiation was very civil, my counterpart had very realistic expectations of the amount of funding she would need for sabbatical and research. Although I had to stretch very close to the maximum budget, I felt it was worth it in order to retain a star scientist for the university.",7,7,1,7,6,"Opening Bid: 150,000
1. How long of a sabbatical are they looking for?
2. How much are you looking for in regards to your interest in patents?
3. What are your plans post-sabbatical? (If they mention other University plans, best to not follow through with the deal)
","200,000",Provost
01HVPCVTA5968HD792K31AS579,01HVPCHEV7D824GPZE8YG21FJC,0.167,0.778,0.875,2.000,5.667,6.250,7,6,2,7,5,2,5,6,2,43.337,0.667,5.000,4,2,2,5,5,6,5,32.115,0.917,0.833,0.583,0.833,0.583,6.500,6.000,4.500,6.000,4.500,4,5,1,5,1,5,6,6,2,6,57.712,Yes,"195,000",Yes,"There will be a 24-month sabbatical where they go to the Institute and then come back to the university guaranteed. The return fund is 90,000 pounds",Yes,,2004,United States,,4,A student,5,5,,female,,,"$75,000-$99,999",English,No,Single Never Married,['Black or African-American'],7,5,1,1,6,6,7,"So fun, but very scary. I felt tied between lowballing to make sure the shareholders weren't disappointed at the outcome while also trying to think of maintaining a nonmercenary culture. At the same time, I was talking to someone who wanted to advance their career and focus on their health, and I didn't want to cheat them of their livelihood. It was exciting seeing how politics played into the research, but I did lowball very hard so that I could offer them something good. Negotiating also didn't have as many negative implications as I was expecting. We were both very respectful and didn't make any accusatory comments or assumptions about the other person. I hope my partner felt satisfied with the outcome because I was. Got our star researcher guaranteed to come back, was 80,000 pounds under budget, and still was able to support them in their career.",7,7,4,7,7,"I will start with 80,000 pounds and then work my way up to 110,000 and stay there saying it is my final offer until they accept. If they do not accept, I can offer them a 6 month sabbatical for the appropriate amount of 6 months pay and nothing more. ","125,000",Provost
01HVPCVTA5968HD792K31AS579,01HVPCMBK3H03AG5TV9TKTZDE1,0.167,0.611,0.625,2.000,4.667,4.750,4,5,2,6,6,2,2,5,3,39.629,0.524,4.143,4,4,4,3,6,5,5,31.589,1.000,0.917,0.833,0.583,0.750,7.000,6.500,6.000,4.500,5.500,2,6,2,3,1,7,5,6,4,7,31.315,Yes,"115,000",Yes,We will get 24 months sabbatical ,Yes,,1999,United States,,7,Out of work but not currently looking for work,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Black or African-American'],5,4,1,1,4,6,7,I really enjoyed the negotiation and my counterpart played their role well.,7,7,1,7,7,"Opening bid: 395,000, 24 months off
Outline my inherent value to the university
Outline the importance of taking some time off 
Strategy in plan for the continued running of my lab 
Outside options: speak to patent trolls","360,000 ounds",Star Scientist
01HVPD4DHBKA80VEV9WKQ4J0V4,01HVPCVM3HGHVF82S9WQB0Q2RZ,0.500,0.889,0.750,4.000,6.333,5.500,6,7,5,6,7,3,6,5,4,32.267,0.595,4.571,4,5,2,4,6,6,5,103.673,0.667,0.833,0.750,0.500,0.917,5.000,6.000,5.500,4.000,6.500,3,6,2,1,3,6,4,6,4,5,29.031,Yes,"265,000",No,"6 month paid sabbatical, 10 months total sabbatical, 9 month institutional fellowship 
265,000 for 100% of the IP share
no return to the University ",Yes,,2004,United States,,4,Out of work but not currently looking for work,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,7,5,5,7,6,3,"Overall, I think it was really hard to reach a negotiation because the valuations we had in mind were 100s of thousands of dollars apart! I did not think we would reach a deal at all because our expectations were so different. ",6,4,6,3,3,"opening bid: $1000 for 1% = $100,000 overall 
offering a sabbatical for 6 months
allowing the faculty member to research at the Institution and offer them the money if they return ","80,000 for 40% ",Provost
01HVPD4DHBKA80VEV9WKQ4J0V4,01HVPCWPABS9Y78KMDB2KCS6HS,0.583,0.500,0.750,4.500,4.000,5.500,5,5,4,5,3,5,4,6,2,30.056,0.381,3.286,4,4,5,3,1,5,5,24.754,0.667,0.417,0.583,0.250,0.583,5.000,3.500,4.500,2.500,4.500,3,4,4,4,3,3,3,5,6,5,23.458,Yes,265000,Yes,"10 month sabbatical, 5 months paid ahead of 9 month fellowship at the Institute. Partial return fund. 100% of portfolio sold",Yes,,1992,United States,,6,Employed for wages,5,5,,male,,,"$150,000 or more",English,No,Married or Domestic Partnership,['White'],6,6,2,2,3,4,4,My counterpart and I came into the negotiation with different framings of the process. She was looking to purchase smaller percent initially while I was looking for a certain dollar amount.,6,4,4,5,5,"Open with higher amount with goal to negotiate to 550k. Use leverage of colleague's past experience, other options for buyer.",550000,Star Scientist
01HVPCSPR60ZGK8S5H4V2V8K3H,01HVPCJ3RHTW7N8VYD6QXFKF8B,0.333,0.389,0.667,3.000,3.333,5.000,6,5,3,4,3,3,3,3,2,40.344,0.667,5.000,2,5,3,6,6,5,4,45.363,0.833,0.750,0.917,0.833,0.583,6.000,5.500,6.500,6.000,4.500,1,6,4,5,2,7,6,6,2,6,28.741,Yes,"200,000 (including return fund)",No,Cancelling my Hawaii trip and switching to a cheaper trip,No,,2004,United States,,3,A student,4,4,,female,,,"$50,000-$74,999",Chinese,No,Single Never Married,['Asian'],7,6,4,1,5,5,3,"The negotiation is fine, but I also feel that it's kind of hard for me to imagine myself as the star scientist. I don't work as a start scientist and I genuinely don't care about this thing, so it could be a bit hard for me to negotiate really hard with the provost. I had already thought that my last deal would be not coming back to the institution. ",6,4,4,5,3,"I'm going to negotiate with the provost directly and if it doesn't work, I will gradually lower the price until 355000. If it doesn't work ultimately, I'll quit the job and enjoy my life. ",455000,Star Scientist
01HVPCSPR60ZGK8S5H4V2V8K3H,01HVPCHTTK7ZRAP8177ZN0CYJE,0.500,0.667,0.708,4.000,5.000,5.250,6,5,4,7,7,4,1,5,3,87.225,0.500,4.000,5,2,3,5,5,2,6,42.408,0.833,0.750,1.000,0.500,0.583,6.000,5.500,7.000,4.000,4.500,1,7,3,2,2,6,3,3,3,6,36.808,Yes,"200,000",Yes,"150,000 to pay off the boat. Will sell the boat and I will give an extra 50,000 for living expenses and return.",No,,2004,United States,,4,Employed for wages,5,5,,male,,,"$75,000-$99,999",English,No,Single Never Married,['Black or African-American'],7,5,1,1,1,6,1,"I don't think she was prepared and had good justification for her high price, which allowed me to be closer to my target than her.",6,4,2,6,4,"I want to use the idea of not creating a mercenary environment. I also want to leverage the fact that I can give them sabbatical for a year to justify $100,000 for the whole share of the patents. This extreme number will also give me a range to work with based on the second offer they make.","$100,000",Provost
01HVPD5XEWPRNNHEYPBWENS8TD,01HVPCRRNJY6DKBT3EZJ69JQYG,0.083,0.778,0.917,1.500,5.667,6.500,7,6,1,7,5,2,5,6,1,23.433,0.548,4.286,5,3,4,5,6,4,5,26.617,0.583,0.833,0.500,0.500,0.583,4.500,6.000,4.000,4.000,4.500,4,4,2,4,5,6,6,5,6,6,101.501,Yes,"200,000",Yes,"6-month paid sabbatical, 9 month at the institute and 50,000 of the 200,000 is the return fund",Yes,,2002,United States,,3,A student,5,5,,female,,,"$75,000-$99,999",English,No,Single Never Married,['Black or African-American'],5,6,3,1,4,5,6,"I did not know what a sabbatical was before this conversation so I feel like I was at a bit of a disadvantage whereas my negotiator seemed to understand this situation very well. 
",7,6,6,7,7,I plan to demonstrate the worth of my research to the university and to frame it as an investment for the university upon my return. my openning bid will be higher than my target price. My next best option is the private company but I hope to come to a compromise.,450000,Star Scientist
01HVPD5XEWPRNNHEYPBWENS8TD,01HVPCVSZN14WN8MKWQ1DB0SPZ,0.000,0.556,0.750,1.000,4.333,5.500,5,6,1,6,5,1,2,7,4,62.113,0.548,4.286,3,5,2,5,2,4,3,33.547,0.917,0.917,0.417,0.583,0.917,6.500,6.500,3.500,4.500,6.500,5,4,1,1,2,6,5,6,4,7,157.333,Yes,"200,000",Yes,"6 months paid sabbatical, 9 months at the institute, 50,000 of the 200,000 is the return fund ",Yes,,1991,United States,,7,Employed for wages,5,5,,female,,,"$150,000 or more",English,No,,['Asian'],6,2,2,2,4,3,6,"The star scientist started the negotiation very high and I felt like I was meeting her, it would felt wrong to start artificially lower as I need to feel authentic negotiating. ",6,6,6,6,6,"Listen to their priorities. I am balancing 6 months sabbatical with a maximum of 275,000. 145 is controll ","145,000",Provost
01HVPCRB7JP2QV86H999QMBJ3K,01HVPCHNW14XMSNV1J1WNRKGX9,0.417,0.944,1.000,3.500,6.667,7.000,7,7,1,7,6,6,7,7,1,25.112,0.667,5.000,6,2,1,7,5,7,7,18.416,0.667,1.000,0.667,0.500,0.500,5.000,7.000,5.000,4.000,4.000,4,6,1,7,2,7,4,7,4,4,20.528,Yes,"192,000",Yes,160 K for patent buyout. 32K for return fund. 6 months of sabbatical. ,No,,1993,United States,,8,Employed for wages,5,5,,male,,,"$40,000-$49,999",English,No,Single Never Married,['Asian'],5,1,1,,7,2,7,no comments ,6,5,1,7,7,"Hi Provost, 

I'd like to put down 800,000 as my target price since one of my colleague was able to secure 400,000. My research is definitely valued more than his research and this is why I think that my target should be 800,000. The profits my patents will bring to the university will be incredible. ","800,000",Star Scientist
