groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,PostDiscussionGeneral_aggregated_normDiscussionDepth,PostDiscussionGeneral_aggregated_normDiscussionDisagreement,PostDiscussionGeneral_aggregated_normDiscussionEnjoy,PostDiscussionGeneral_aggregated_normDiscussionTension,PostDiscussionGeneral_aggregated_normSelfAnxious,PostDiscussionGeneral_aggregated_normSelfInsight,PostDiscussionGeneral_aggregated_normSelfLearned,PostDiscussionGeneral_aggregated_normSelfSpeakUp,PostDiscussionGeneral_aggregated_normSelfVoice,PostDiscussionGeneral_aggregated_rawDiscussionDepth,PostDiscussionGeneral_aggregated_rawDiscussionDisagreement,PostDiscussionGeneral_aggregated_rawDiscussionEnjoy,PostDiscussionGeneral_aggregated_rawDiscussionTension,PostDiscussionGeneral_aggregated_rawSelfAnxious,PostDiscussionGeneral_aggregated_rawSelfInsight,PostDiscussionGeneral_aggregated_rawSelfLearned,PostDiscussionGeneral_aggregated_rawSelfSpeakUp,PostDiscussionGeneral_aggregated_rawSelfVoice,PostDiscussionGeneral_raw_discussionDepth,PostDiscussionGeneral_raw_discussionDisagreement,PostDiscussionGeneral_raw_discussionEnjoy,PostDiscussionGeneral_raw_discussionTension,PostDiscussionGeneral_raw_selfAnxious,PostDiscussionGeneral_raw_selfInsight,PostDiscussionGeneral_raw_selfLearned,PostDiscussionGeneral_raw_selfSpeakUp,PostDiscussionGeneral_raw_selfVoice,PostDiscussionGeneral_time_seconds,PostDiscussionPerceptionOfOthers_aggregated_normCommon,PostDiscussionPerceptionOfOthers_aggregated_normLiking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_normPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_normPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_normPolite,PostDiscussionPerceptionOfOthers_aggregated_normSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawCommon,PostDiscussionPerceptionOfOthers_aggregated_rawLiking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_rawPolite,PostDiscussionPerceptionOfOthers_aggregated_rawSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_common,PostDiscussionPerceptionOfOthers_raw_defensive,PostDiscussionPerceptionOfOthers_raw_liking,PostDiscussionPerceptionOfOthers_raw_partnerListening,PostDiscussionPerceptionOfOthers_raw_partnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_partnerTalking,PostDiscussionPerceptionOfOthers_raw_polite,PostDiscussionPerceptionOfOthers_raw_selfPerspectiveTaking,PostDiscussionPerceptionOfOthers_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics_birth_year,demographics_country_reside,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_gender,demographics_income_US,demographics_language_primary,demographics_language_primary_expansion,demographics_latin_US,demographics_marital_status,demographics_race_US,game_time_minutes,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HYGGR7XVC5XVR3XY0DSB0E3M,01HYGGFY4ZC1V0WEZQ46PRAR18,0.833,0.833,0.917,6.0,6.0,6.5,6,7,6,7,7,6,4,7,2,39.533,0.69,5.143,3,2,1,6,5,5,6,35.349,1.25,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.75,6.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,4.0,4,4.0,5.0,4.0,5.0,4.0,32.113,0.75,0.75,1.0,1.0,0.75,0.5,1.0,0.75,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,26.959,0.75,0.583,0.583,0.25,0.917,5.5,4.5,4.5,2.5,6.5,5,6,5,2,3,6,2,7,5,6,22.291,Yes,"275,000",Yes,"University will purchase 95% of IP for 260k, I will sell the 5% to a private investor",Yes,2001.0,United States,4.0,A student,5.0,5.0,female,"$150,000 or more",English,,No,Single Never Married,['Asian'],30.19158333333333,7.0,7.0,3.0,3.0,6.0,3.0,7.0,No. They all made sense.,7.0,7.0,"Create relationship, emphasize consequence, talk about my other offer for $500k",500000,Star Scientist
01HYGGR7XVC5XVR3XY0DSB0E3M,01HYGGCGWW74404HSNQ2BSGWYZ,0.833,0.778,0.708,6.0,5.667,5.25,6,6,5,7,7,7,3,5,4,28.621,0.19,2.143,7,7,2,1,1,4,7,22.283,0.75,0.25,0.25,0.75,0.0,0.5,0.25,0.75,0.5,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4,1.0,3.0,2.0,4.0,3.0,48.09,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.25,3.0,3.0,5.0,3.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,28.23,1.0,0.917,0.25,0.5,0.5,7.0,6.5,2.5,4.0,4.0,7,4,2,5,1,7,2,5,2,7,34.68,Yes,260000,No,none,Yes,1988.0,United States,6.0,Employed for wages,4.0,4.0,female,"$40,000-$49,999",English,,No,Single Never Married,['Asian'],30.19158333333333,6.0,1.0,1.0,1.0,6.0,1.0,7.0,I understood the survey questions.,6.0,4.0,I want to start off lower so there could be an anchor in a number. I want to see what this person values first and then tailor this negotiation to their values.,137500,Provost
01HYGGSP9P0SGKY9K3N2TB7318,01HYGGGV70H7V8YB4MTZN9M5W4,1.0,0.278,0.75,7.0,2.667,5.5,6,5,7,5,2,7,1,6,3,39.647,0.333,3.0,5,2,5,1,4,2,6,28.147,0.75,0.5,1.0,1.0,0.0,0.25,0.25,1.0,0.75,4.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,5,1.0,2.0,2.0,5.0,4.0,24.587,0.75,1.0,1.0,0.75,0.75,0.5,1.0,0.75,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,23.52,1.0,1.0,1.0,0.833,0.833,7.0,7.0,7.0,6.0,6.0,1,7,1,3,1,7,6,7,2,7,19.389,Yes,$275K,Yes,"$60,000 paid sabbatical at $10k/month for 6 months. $100k return bonus to incentivize me, Drew Weisman, to return to the university (this I will use to cover $90k return cost of living). 3 additional months of sabbatical; 24 total months of sabbatical.",Yes,2003.0,United States,4.0,Employed for wages,5.0,5.0,male,"$150,000 or more",English,,No,Single Never Married,['White'],29.400066666666664,5.0,2.0,1.0,1.0,4.0,3.0,7.0,No problems!,7.0,7.0,"I will assume the character of Dr. Drew Weissman of the University of Pennsylvania, a researcher who patented the mRNA technology used in COVID-19 Vaccines. By providing a specific person and contribution, I think I can get my negotiating partner to more concretely envision the value I bring, and agree to a higher sabbatical price worthy of my academic contributions.","500,000",Star Scientist
01HYGGSP9P0SGKY9K3N2TB7318,01HYGGH052MM518QR8WVMXAX0X,0.25,0.722,0.75,2.5,5.333,5.5,5,5,3,5,6,2,5,6,2,35.222,0.381,3.286,5,5,5,4,3,2,3,31.167,0.5,0.25,0.75,0.75,0.5,0.25,0.25,1.0,0.5,3.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,4,3.0,2.0,2.0,5.0,3.0,28.03,0.5,0.75,0.75,0.5,0.5,0.5,1.0,0.5,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,33.05,0.583,0.75,0.75,0.5,0.583,4.5,5.5,5.5,4.0,4.5,3,6,3,5,4,6,4,6,4,5,32.963,Yes,"275,000",Yes,24 months sabbatical; 18 months will be unpaid. 3 months extra from 21 months requested by scientist,Yes,2004.0,United States,4.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],29.400066666666664,6.0,5.0,2.0,2.0,3.0,5.0,5.0,No problems understanding / answering survey questions,6.0,6.0,"Determine the star scientist's interests (are they looking for more sabbatical time or monetary incentives)? Ultimately, the things that would entice them to stay with the university. Also, draw upon emotional appeals.","180,000 (+60,000 = 24 months sabbatical)",Provost
01HYGGNVDW9MXKDB9T4WG2GW8M,01HYGGD0KGQBQNJBMPW4V097Y6,0.167,0.667,0.875,2.0,5.0,6.25,6,6,1,7,7,3,1,6,1,35.949,0.429,3.571,6,5,4,5,3,4,4,38.805,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.75,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,3,3.0,5.0,3.0,5.0,4.0,38.516,1.0,0.75,1.0,0.75,0.5,0.5,1.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,28.417,0.667,1.0,0.583,0.667,1.0,5.0,7.0,4.5,5.0,7.0,4,5,1,1,4,7,5,7,3,6,26.387,Yes,200000,Yes,"73% provided with a loan of the remaining $75,000 to be repaid at a rate of $3,125 monthly after a year on the job",Yes,1983.0,Canada,,Employed for wages,5.0,5.0,male,,English,,,Divorced,,36.90231666666667,5.0,4.0,1.0,1.0,4.0,3.0,7.0,nothing at all,7.0,7.0,"give half and enter a partnership wit the other individual, give them their sabbatical but also any other time off that they need, provide any other additional resources and give him full control of the IP usage","137,500",Provost
01HYGGNVDW9MXKDB9T4WG2GW8M,01HYGGF8D81DG6QYD1YYFRNNK2,0.083,0.667,0.792,1.5,5.0,5.75,5,6,1,6,6,2,3,6,2,39.737,0.619,4.714,3,4,1,6,4,4,5,40.116,0.75,0.25,0.25,1.0,0.0,0.5,1.0,1.0,0.75,4.0,2.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,5,1.0,3.0,5.0,5.0,4.0,42.25,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.75,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,52.036,0.667,0.917,1.0,0.667,0.917,5.0,6.5,7.0,5.0,6.5,1,7,2,1,5,7,6,6,4,7,31.121,Yes,"275,000",No,"- will have a loan to repay over the course of two years for the 75,000
- university will take care of my return fund needs like housing and car.",Yes,2004.0,United States,3.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,Yes,Single Never Married,['Black or African-American'],36.90231666666667,2.0,1.0,1.0,1.0,5.0,6.0,7.0,The survey questions were straight forward.,7.0,5.0,"Being honest about what is happening and about my needs
- health 
- funds needed and why
- ","360,000",Star Scientist
01HYGGPM8PPG1XP0ZX8JQH9BHH,01HYGGF1587NFKC5QN9PA02TC5,0.333,0.611,0.708,3.0,4.667,5.25,6,5,3,6,5,3,3,5,3,33.301,0.405,3.429,6,7,4,5,3,5,4,28.37,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.5,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3,2.0,3.0,2.0,4.0,3.0,26.95,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,15.303,0.5,0.833,0.75,0.333,0.417,4.0,6.0,5.5,3.0,3.5,2,5,2,5,6,6,4,4,6,6,28.639,Yes,300000,Yes,No special terms. Last month is taken out of return fund,Yes,2004.0,United States,3.0,A student,5.0,5.0,male,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],38.935566666666666,5.0,4.0,3.0,1.0,3.0,4.0,5.0,,4.0,4.0,First I want to get an idea of what the university has planned. Want to get a sense of what price they're at and then explain where I'm at. Asking why they feel that way to pay me so low or not let me take a sabattical. Then I'll see what reasons they have and come up with counter arguments for that.,target is to get $375k,Star Scientist
01HYGGPM8PPG1XP0ZX8JQH9BHH,01HYGGEA70M2ZB3NM2N6DQSDJE,0.25,1.0,0.917,2.5,7.0,6.5,7,7,2,7,7,3,7,6,2,28.009,0.548,4.286,3,7,2,4,7,4,5,34.448,1.0,0.5,0.75,0.5,0.5,1.0,0.5,1.0,0.75,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3,3.0,5.0,3.0,5.0,4.0,22.592,0.25,0.75,0.5,0.5,0.75,0.75,0.75,1.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,31.169,0.667,0.833,0.417,0.833,0.583,5.0,6.0,3.5,6.0,4.5,6,5,1,4,3,5,6,5,2,5,21.802,Yes,300000,Yes,,Yes,2002.0,United States,6.0,A student,5.0,5.0,female,"$20,000-$29,999",English,,No,Single Never Married,['Asian'],38.935566666666666,7.0,5.0,3.0,2.0,5.0,5.0,5.0,,5.0,4.0,"start at 175 and go up from there, ask them what they want first and go from there ","250000 for IP, approve a 4-6 month sabbatical",Provost
01HYGGKFHG8BZ3KW7ZDR0KGC4N,01HYGGEAT3JN0WD5GGCN9CS55N,0.0,0.611,0.667,1.0,4.667,5.0,5,4,1,5,4,1,5,5,2,20.864,0.571,4.429,4,5,3,5,5,5,4,20.78,1.0,0.75,0.75,0.75,0.25,0.75,1.0,0.75,0.5,5.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4,2.0,4.0,5.0,4.0,3.0,41.707,0.5,0.5,0.75,0.5,0.75,0.5,1.0,0.5,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,26.216,0.917,0.917,0.917,0.833,0.917,6.5,6.5,6.5,6.0,6.5,1,6,1,1,1,6,6,6,2,6,15.038,No,250000,No,We couldn't agree on final deal,No,1988.0,United States,8.0,Employed for wages,5.0,5.0,male,"$100,000-$149,999",English,,No,Married or Domestic Partnership,['Asian'],43.02523333333333,7.0,6.0,1.0,1.0,3.0,6.0,6.0,,4.0,5.0,- explain benefits to the provost,355000,Star Scientist
01HYGGKFHG8BZ3KW7ZDR0KGC4N,01HYGGC940JKM4J8FG7T2BBT5X,0.75,0.833,0.375,5.5,6.0,3.25,3,3,5,6,6,6,6,4,5,22.577,0.31,2.857,5,6,5,2,2,2,2,20.731,0.5,1.0,0.0,0.25,0.25,0.25,1.0,1.0,0.5,3.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,1.0,2,2.0,2.0,5.0,5.0,3.0,34.233,0.25,0.0,0.25,0.25,0.5,0.25,0.5,0.75,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,35.918,0.833,0.5,0.25,0.0,0.333,6.0,4.0,2.5,1.0,3.0,7,4,4,5,1,4,1,3,7,5,27.164,No,no deal,No,no deal,No,2003.0,United States,4.0,A student,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['Asian'],43.02523333333333,7.0,7.0,7.0,5.0,5.0,2.0,1.0,N/a,1.0,1.0,"I plan on asking the other person how much they would like before giving out any numbers myself. My opening bid will be 25% of 68750. If that doesn't work, I will try to slowly increase or offer other alternatives like free faculty housing.",68750,Provost
01HYGGW27AVP5A10C5Y5PNR2HK,01HYGGH11AVYPGQEHA9NBV3H2V,0.167,0.722,0.958,2.0,5.333,6.75,6,7,2,6,6,2,4,7,1,30.127,0.381,3.286,3,5,3,2,2,2,4,36.011,0.75,0.25,0.75,0.75,0.25,0.5,0.25,1.0,0.5,4.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,4,2.0,3.0,2.0,5.0,3.0,47.277,0.75,0.75,1.0,0.75,0.75,0.5,0.75,0.75,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,26.6,0.417,0.667,0.667,0.833,0.667,3.5,5.0,5.0,6.0,5.0,3,5,4,4,4,6,6,6,2,3,27.806,Yes,55000 (20%),Yes,"Name new research program after star scientist
Allocation of $125000 ""sabbatical fund""
12 Month Exclusive work with university contract
12 Month payment of salary in advance upon return
6 month of paid sabbatical + 15 months of unpaid sabbatical",Yes,2004.0,United States,4.0,A student,5.0,5.0,male,"$150,000 or more",English,,No,Single Never Married,['Asian'],37.354283333333335,6.0,3.0,1.0,2.0,6.0,2.0,5.0,,6.0,6.0,"- Offer full paid and unpaid sabbatical
- Offer less tangible benefits (name new entrepreneurship + science program off of them)
- Set a hard line on buying out of patent.",55000,Provost
01HYGGW27AVP5A10C5Y5PNR2HK,01HYGGGF0GX581DE1SEWSJZD4V,0.0,0.611,0.708,1.0,4.667,5.25,6,6,1,6,6,1,2,2,1,39.334,0.548,4.286,3,3,3,5,2,5,5,27.741,1.0,0.5,1.0,1.0,0.0,0.25,0.25,1.0,0.75,5.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,5,1.0,2.0,2.0,5.0,4.0,27.934,0.5,1.0,1.0,0.75,0.75,0.5,1.0,0.5,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,25.025,0.75,0.917,0.833,0.583,0.833,5.5,6.5,6.0,4.5,6.0,2,6,1,2,3,6,4,6,3,6,29.105,Yes,275000,Yes,"They valued my IP portfolio at 275k and offered to buy 20% of it which is 55k. They then said they would give me a full paid sabbatical up to the extent of 12 months for 120k, and a vacation trip grant for 125k which should be an advance payment of my salary for 12 months. 
Some special conditions is that I will get their program named after me, and I will sign a 12 month contract to stay with the University upon my return and not go anywhere. ",Yes,2004.0,United States,3.0,A student,5.0,5.0,male,"$100,000-$149,999",English,,,Single Never Married,['Asian'],37.354283333333335,6.0,6.0,3.0,3.0,4.0,3.0,6.0,,6.0,7.0,"start way too high to get down to 355k, explain how I'm the best at what I do, a huge and valuable portfolio worth upwards of 750k. If I don't get this I will quit academia and go to corporate R&D, but I really enjoy my academia role and would like to stay however, if I don't feel like I'm being fairly compensated then I will have to leave regardless of what I want. The Uni gets a huge reputation boost because of me and I have pushed the university rankings by the impact of my research. ","450,000",Star Scientist
01HYGGWV0JJAK5SYDQDA8MQZR5,01HYGGJASN9JQ2P031DT7XBHK5,0.417,0.722,0.792,3.5,5.333,5.75,6,5,3,6,6,4,4,6,2,28.584,0.595,4.571,4,6,3,6,5,6,4,40.341,0.75,0.5,0.75,0.75,0.25,0.5,0.25,1.0,0.75,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4,2.0,3.0,2.0,5.0,4.0,24.951,0.75,0.75,1.0,0.75,1.0,0.5,1.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,5.0,16.529,0.833,0.75,0.833,0.25,0.583,6.0,5.5,6.0,2.5,4.5,2,6,2,4,2,5,2,5,5,6,23.278,Yes,"250,000",Yes,"The university will be a guaranteed purchaser of the Scientist's next IP (purchase price will be subject to negotiation); The Scientist's trip will take place for 20 months, 6 of which will be paid, and the Scientist will have a return fund/be reimbursed for relocation fees, etc.; Scientist will also retain the same salary but have a reduced academic/administrative workload upon his return to the university.",Yes,2000.0,United States,6.0,A student,5.0,5.0,female,"$75,000-$99,999",English,,No,Single Never Married,['Asian'],37.587133333333334,7.0,6.0,1.0,1.0,4.0,3.0,6.0,"No, although I was a bit unsure with how creative we could be with offering alternative terms to the negotiation or how realistic some of the solutions I offered would be.",7.0,6.0,Try to evaluate other incentives that the professor values about working at the university and use those points to convince them to stay.,"220,000",Provost
01HYGGWV0JJAK5SYDQDA8MQZR5,01HYGGGCRKA9TD55NC5BZY25MZ,0.167,0.944,1.0,2.0,6.667,7.0,7,7,2,7,6,2,7,7,1,39.941,0.524,4.143,4,3,5,5,2,5,3,49.3,1.0,0.5,1.0,0.75,0.5,0.75,0.75,1.0,0.75,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4,3.0,4.0,4.0,5.0,4.0,35.245,0.5,1.0,1.0,0.75,1.0,0.5,1.0,0.75,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0,31.209,0.667,0.583,0.75,0.667,0.417,5.0,4.5,5.5,5.0,3.5,3,6,4,6,5,5,5,5,3,7,32.044,Yes,$250k,Yes,"~Same Pay with less academic/administrative dues, guaranteed purchaser for my future patents, and 6 months of paid sabbatical ($60k)
~Yes 21-month of sabbatical woo 
~Return Fund will be something that i will pay for then get reimbursed to me ($95K)",Yes,2003.0,United States,4.0,A student,5.0,5.0,male,"$50,000-$74,999",English,,Yes,Single Never Married,['Other'],37.587133333333334,6.0,3.0,1.0,1.0,6.0,2.0,5.0,Nope!,7.0,7.0,"I plan on trying to hide as much information as possible with only certain exceptions. I'm going to heavily emphasize that I have been working really hard and I was medically told that I need time off and I discussed with my doctor doing a 21-month sabbatical and that it is a non-negotiable. I also will emphasize my reputation of being a rising star and that I have many options with private investors that will get me a highly rewarded deal if I go with them. I'm going to start strong and high ball at around $500k in hopes that after negotiating, it will guarantee I get my target price of $355k, but I won't be the first to throw out a number as I want to have the control of the situation. My best alternative is to make a deal with a private company; however, I don't want to strongly consider that as I would not meet many of my goals like getting the sabbatical, securing the down payment, and getting the money on a swift timeline. ",$355k,Star Scientist
01HYGGW54F83JNE2Q3WS58P8SG,01HYGGFHA8Y0F1ZH7RF1S45YT7,0.583,0.556,1.0,4.5,4.333,7.0,7,7,3,5,5,6,3,7,1,85.331,0.5,4.0,5,3,5,6,5,1,3,55.516,0.75,0.75,0.75,0.75,0.5,0.75,1.0,1.0,0.5,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4,3.0,4.0,5.0,5.0,3.0,39.868,0.75,0.75,0.75,0.75,0.75,0.5,1.0,0.75,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,31.288,0.833,0.833,0.833,0.667,1.0,6.0,6.0,6.0,5.0,7.0,2,6,2,1,3,6,5,7,3,7,60.89,Yes,"26,000",Yes,"The sabbatical term will be 12 months, and the grand total of the patent portfolio will be $260,000. The university will provide housing and dining upon the scientist's return. ",Yes,1999.0,United States,6.0,A student,5.0,5.0,female,"$50,000-$74,999",Chinese,,No,Single Never Married,['Asian'],37.04945,5.0,6.0,2.0,2.0,5.0,5.0,6.0,,7.0,7.0,"I plan to offer a lower salary each month for the scientist's sabbatical months and offer to provide more each time when resistance comes. Since I cannot pay more than $275,000 for the star scientst's",270000,Provost
01HYGGW54F83JNE2Q3WS58P8SG,01HYGGHG5RHXZDHT7AK3YHZ3DF,0.5,0.722,0.625,4.0,5.333,4.75,6,5,3,7,7,5,2,4,4,33.546,0.69,5.143,5,2,1,6,6,5,5,29.237,1.0,0.5,0.75,1.0,0.0,0.5,0.75,1.0,0.75,5.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,5,1.0,3.0,4.0,5.0,4.0,35.194,0.75,1.0,1.0,0.75,1.0,0.5,1.0,0.75,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0,34.031,0.833,0.917,0.833,0.5,0.833,6.0,6.5,6.0,4.0,6.0,2,6,2,2,2,7,5,6,5,6,37.341,Yes,"$260,000",Yes,"While I was unable to reach a deal of $350,000, I was offered an apartment upon arrival and a dining plan on top of the $260,000 for the portfolio, so it makes up for a good portion of the money lost since I will not have to pay rent. In addition, I will be paid for 6 months, so total that is $320,000 total earned from the university. I will reach out and stay in contact with the provost for ideas on how to earn $30,000 more dollars, though I do feel it is possible through research or other work.",Yes,2005.0,United States,4.0,Employed for wages,5.0,5.0,female,"$100,000-$149,999",English,,No,Single Never Married,['White'],37.04945,7.0,2.0,1.0,1.0,3.0,2.0,3.0,,7.0,7.0,"I want to go slightly under $355,000, as $350,000 feels more even of a number and less complicated of a number, since it's halfway between $300,000 and $400,000. I can raise $5,000 myself, as I am a star scientist and can probably get employed for a short amount of time to supplement my salary.
In the negotiation, I will emphasize the necessity of my break to my research/work's success. If I am burnt out and truly cannot perform well, then there is no way I will be helpful to the university. In addition, having more time to think about new ideas will allow them to come to fruition. 
To make this possible, I will be honest and start with the same opening and target price. ","$350,000",Star Scientist
